UDI;ProductID;Type;AirTemperatureK;ProcessTemperatureK;RotationalSpeedRPM;TorqueNm;ToolWearMin;MachineFailure;TWF;HDF;PWF;OSF;RNF;EventDate;Site;City;Technician;Criticality;EstimatedCost;Status
4168;M19027;M;302,3;310,7;1559;33,9;119;0;0;0;0;0;0;2025-04-14;Site_D;PortHarcourt;Tunde;Medium;5492;Scheduled
4169;L51348;L;302,2;310,6;1632;30,5;122;0;0;0;0;0;0;2024-11-07;Site_F;Enugu;Ngozi;Medium;5848;Scheduled
4170;L51349;L;302,1;310,5;1559;36;124;0;0;0;0;0;0;2025-10-03;Site_D;PortHarcourt;Ibrahim;Low;802;Scheduled
4171;M19030;M;302,2;310,6;1355;51,5;126;1;0;1;0;0;0;2025-04-25;Site_E;Ibadan;Fatima;Critical;20001;Closed
4172;M19031;M;302,2;310,5;1832;23,7;129;0;0;0;0;0;0;2024-04-04;Site_D;PortHarcourt;Kemi;Low;1606;Scheduled
4173;L51352;L;302,2;310,6;1386;50;132;0;0;0;0;0;0;2025-02-16;Site_C;Kano;Fatima;Low;2365;Monitoring
4174;M19033;M;302,2;310,6;1346;49,2;134;1;0;1;0;0;0;2024-02-17;Site_B;Abuja;Ngozi;Critical;21557;InProgress
4175;L51354;L;302,3;310,7;1499;37,8;137;0;0;0;0;0;0;2026-01-30;Site_F;Enugu;Ngozi;Medium;3005;Scheduled
4176;L51355;L;302,3;310,7;1612;33,4;139;0;0;0;0;0;0;2025-02-10;Site_C;Kano;Amina;Low;1020;Monitoring
4177;M19036;M;302,3;310,7;1544;39,7;141;0;0;0;0;0;0;2026-02-26;Site_E;Ibadan;David;Low;1846;Monitoring
4178;L51357;L;302,5;310,9;1477;39,2;144;0;0;0;0;0;0;2026-03-25;Site_E;Ibadan;Ngozi;Low;2375;Monitoring
4179;L51358;L;302,5;310,9;1624;34,4;146;0;0;0;0;0;0;2025-04-05;Site_A;Lagos;Ibrahim;Low;867;Scheduled
4180;L51359;L;302,4;310,9;1349;46,1;148;1;0;1;0;0;0;2024-08-12;Site_F;Enugu;David;Critical;26706;InProgress
4181;L51360;L;302,4;310,8;1686;28,8;150;0;0;0;0;0;0;2025-05-15;Site_B;Abuja;Ibrahim;Low;603;Scheduled
4182;M19041;M;302,4;310,7;1521;40,4;152;0;0;0;0;0;0;2025-02-23;Site_A;Lagos;Tunde;Low;1954;Monitoring
4183;L51362;L;302,4;310,7;1362;54,8;155;1;0;1;0;0;0;2024-07-03;Site_D;PortHarcourt;Samuel;Critical;29123;InProgress
4184;L51363;L;302,3;310,7;1402;50,9;157;0;0;0;0;0;0;2024-11-07;Site_F;Enugu;Amina;Medium;4278;Monitoring
4185;L51364;L;302,2;310,6;1334;53,2;159;1;0;1;0;0;0;2024-08-22;Site_E;Ibadan;Chinedu;High;8508;InProgress
4186;L51365;L;302,2;310,6;1348;48,4;161;1;0;1;0;0;0;2024-03-24;Site_A;Lagos;Amina;High;9980;InProgress
4187;M19046;M;302,2;310,6;1570;34,6;163;0;0;0;0;0;0;2025-02-18;Site_B;Abuja;Zainab;Medium;5081;Scheduled
4188;M19047;M;302,2;310,7;1601;33;166;0;0;0;0;0;0;2025-09-22;Site_A;Lagos;Zainab;Medium;4157;Monitoring
4189;M19048;M;302,3;310,8;1611;31,8;169;0;0;0;0;0;0;2026-01-09;Site_F;Enugu;Tunde;Low;1124;Monitoring
4190;L51369;L;302,4;310,9;1560;31,8;172;0;0;0;0;0;0;2024-07-29;Site_E;Ibadan;Zainab;Medium;2937;Monitoring
4191;H33604;H;302,4;310,9;1444;40,7;174;0;0;0;0;0;0;2025-01-15;Site_A;Lagos;Samuel;Low;1510;Scheduled
4192;L51371;L;302,4;311;1317;59,4;179;0;0;0;0;0;0;2024-11-15;Site_E;Ibadan;Samuel;Low;2294;Monitoring
4193;M19052;M;302,5;311;1463;43,1;181;0;0;0;0;0;0;2024-12-21;Site_F;Enugu;Ibrahim;Low;1638;Scheduled
4194;L51373;L;302,4;311,1;1634;34,2;184;0;0;0;0;0;0;2024-12-02;Site_F;Enugu;Amina;Low;1827;Monitoring
4195;L51374;L;302,4;311;1423;46,2;186;0;0;0;0;0;0;2024-10-09;Site_F;Enugu;Fatima;Low;1015;Scheduled
4196;L51375;L;302,5;311;1548;38,4;188;0;0;0;0;0;0;2025-09-27;Site_D;PortHarcourt;Ibrahim;Low;697;Monitoring
4197;M19056;M;302,5;311;1563;35,6;190;0;0;0;0;0;0;2025-10-04;Site_A;Lagos;Ngozi;Medium;5497;Scheduled
4198;L51377;L;302,4;311;1573;36,5;193;0;0;0;0;0;0;2025-01-20;Site_E;Ibadan;Tunde;Medium;2623;Scheduled
4199;M19058;M;302,4;311,1;1432;44,5;195;0;0;0;0;0;0;2025-04-09;Site_B;Abuja;David;Low;2126;Monitoring
4200;M19059;M;302,5;311,1;1638;32;198;0;0;0;0;0;0;2024-07-03;Site_C;Kano;David;Medium;3171;Scheduled
4201;L51380;L;302,5;311,1;1571;34,2;201;0;0;0;0;0;0;2026-01-13;Site_A;Lagos;Ngozi;Low;1445;Monitoring
4202;L51381;L;302,4;311;2211;15,4;203;0;0;0;0;0;0;2026-04-03;Site_C;Kano;Ibrahim;Medium;4060;Monitoring
4203;L51382;L;302,4;311;1555;40,6;205;0;0;0;0;0;0;2024-06-05;Site_D;PortHarcourt;Samuel;Low;1702;Monitoring
4204;M19063;M;302,3;310,9;1558;31,9;207;0;0;0;0;0;0;2025-02-25;Site_A;Lagos;Fatima;Medium;3178;Scheduled
4205;M19064;M;302,3;310,9;1523;43,2;210;0;0;0;0;0;0;2025-01-26;Site_F;Enugu;Kemi;Low;756;Monitoring
4206;L51385;L;302,3;310,8;1723;26,3;213;0;0;0;0;0;0;2025-08-03;Site_E;Ibadan;Chinedu;Low;1687;Monitoring
4207;M19066;M;302,3;310,8;1721;28,4;215;0;0;0;0;0;0;2025-10-18;Site_A;Lagos;Samuel;Low;2051;Monitoring
4208;M19067;M;302,3;310,9;1710;30,4;218;1;1;0;0;0;0;2024-05-16;Site_C;Kano;Zainab;High;6738;InProgress
4209;M19068;M;302,3;310,9;1627;32,3;0;0;0;0;0;0;0;2024-12-04;Site_F;Enugu;Amina;Low;1994;Scheduled
4210;M19069;M;302,2;310,8;1422;47;3;0;0;0;0;0;0;2024-11-16;Site_B;Abuja;Chinedu;Low;2210;Monitoring
4211;L51390;L;302,1;310,8;1565;35,3;6;0;0;0;0;0;0;2024-04-02;Site_B;Abuja;Samuel;Low;2373;Scheduled
4212;L51391;L;302,1;310,7;1314;52,8;8;1;0;1;0;0;0;2025-05-02;Site_B;Abuja;Tunde;High;6842;Closed
4213;M19072;M;302;310,6;1392;60,5;10;0;0;0;0;0;0;2026-04-05;Site_B;Abuja;Ibrahim;Low;1275;Monitoring
4214;L51393;L;302,1;310,7;1465;40,7;13;0;0;0;0;0;0;2024-05-03;Site_E;Ibadan;Fatima;Medium;3419;Monitoring
4215;L51394;L;301,9;310,6;1573;36,6;15;0;0;0;0;0;0;2024-06-19;Site_A;Lagos;Ngozi;Low;787;Scheduled
4216;M19075;M;302;310,7;2157;17,8;17;0;0;0;0;0;0;2025-12-01;Site_A;Lagos;Chinedu;Medium;4913;Monitoring
4217;L51396;L;301,9;310,7;1370;50,3;20;0;0;0;0;0;0;2024-03-13;Site_C;Kano;Zainab;Medium;2884;Monitoring
4218;L51397;L;301,9;310,6;1462;38,8;22;0;0;0;0;0;0;2025-06-25;Site_D;PortHarcourt;Chinedu;Low;1196;Monitoring
4219;M19078;M;302;310,6;1479;40,5;24;0;0;0;0;0;0;2025-05-10;Site_C;Kano;Fatima;Low;1108;Monitoring
4220;L51399;L;301,9;310,7;1717;26,8;27;0;0;0;0;0;0;2025-11-15;Site_F;Enugu;David;Low;1210;Scheduled
4221;M19080;M;301,9;310,6;1260;65,9;29;0;0;0;0;0;0;2026-01-18;Site_C;Kano;David;Medium;2517;Scheduled
4222;L51401;L;301,9;310,6;1467;39,3;32;0;0;0;0;0;0;2024-01-12;Site_F;Enugu;Tunde;Medium;5744;Monitoring
4223;M19082;M;302;310,6;1535;38,6;34;0;0;0;0;0;0;2025-09-02;Site_A;Lagos;Ibrahim;Low;1081;Scheduled
4224;L51403;L;302;310,7;1657;31,9;37;0;0;0;0;0;0;2024-12-24;Site_D;PortHarcourt;Ibrahim;Medium;5668;Scheduled
4225;L51404;L;302;310,7;1698;28,1;39;0;0;0;0;0;0;2026-02-25;Site_C;Kano;Zainab;Low;802;Monitoring
4226;L51405;L;302,1;310,7;1359;49,3;41;1;0;1;0;0;0;2024-11-23;Site_E;Ibadan;Ngozi;Critical;29821;InProgress
4227;L51406;L;302,1;310,8;1596;37,1;43;0;0;0;0;0;0;2025-01-05;Site_A;Lagos;David;Medium;3979;Scheduled
4228;L51407;L;302,2;310,8;1383;46,9;45;0;0;0;0;0;0;2025-03-16;Site_D;PortHarcourt;Amina;Low;560;Scheduled
4229;L51408;L;302,2;310,8;2203;16,6;47;0;0;0;0;0;0;2024-06-26;Site_F;Enugu;Samuel;Medium;4382;Scheduled
4230;M19089;M;302,2;310,8;1408;46,8;49;0;0;0;0;0;0;2024-05-09;Site_F;Enugu;Zainab;Medium;5304;Scheduled
4231;L51410;L;302,2;310,8;1673;32,9;52;0;0;0;0;0;0;2025-11-06;Site_B;Abuja;Samuel;Medium;5739;Scheduled
4232;L51411;L;302,2;310,8;1340;47,8;54;0;0;0;0;0;0;2024-10-09;Site_B;Abuja;Fatima;Low;1758;Monitoring
4233;L51412;L;302,2;310,9;1452;42,3;56;0;0;0;0;0;0;2025-06-02;Site_B;Abuja;Chinedu;Low;1621;Scheduled
4234;M19093;M;302,2;310,9;1302;53,4;58;0;0;0;0;0;0;2025-11-27;Site_F;Enugu;Ngozi;Low;1917;Monitoring
4235;H33648;H;302,2;310,9;1522;35,9;61;0;0;0;0;0;0;2024-04-27;Site_A;Lagos;Samuel;Low;745;Scheduled
4236;L51415;L;302,2;310,8;1438;41,4;66;0;0;0;0;0;0;2025-07-18;Site_C;Kano;Tunde;Low;2420;Monitoring
4237;L51416;L;302,2;310,9;1604;40,5;68;0;0;0;0;0;0;2024-11-07;Site_E;Ibadan;Zainab;Low;1472;Scheduled
4238;L51417;L;302,2;311;1832;23,2;70;0;0;0;0;0;0;2025-05-06;Site_D;PortHarcourt;Zainab;Low;2402;Monitoring
4239;M19098;M;302,3;311;1521;34,8;72;0;0;0;0;0;0;2025-07-12;Site_C;Kano;David;Medium;5896;Scheduled
4240;L51419;L;302,3;311;1446;37,6;75;0;0;0;0;0;0;2025-05-31;Site_F;Enugu;Fatima;Medium;4505;Monitoring
4241;L51420;L;302,4;311,1;1905;20,9;77;0;0;0;0;0;0;2024-09-24;Site_A;Lagos;Amina;Low;2014;Scheduled
4242;L51421;L;302,4;311;1475;47,9;79;0;0;0;0;0;0;2024-01-23;Site_B;Abuja;Kemi;Low;583;Monitoring
4243;L51422;L;302,4;311;1462;48,5;81;0;0;0;0;0;0;2026-03-06;Site_C;Kano;Kemi;Medium;3514;Monitoring
4244;M19103;M;302,4;310,9;1435;42,3;83;0;0;0;0;0;0;2026-04-04;Site_C;Kano;Samuel;Medium;5875;Monitoring
4245;L51424;L;302,4;310,9;1469;39,6;86;0;0;0;0;0;0;2026-02-09;Site_C;Kano;Amina;Low;903;Scheduled
4246;M19105;M;302,6;311,1;1520;43;88;0;0;0;0;0;0;2024-11-14;Site_C;Kano;Zainab;Medium;4754;Scheduled
4247;L51426;L;302,6;311;1537;35,5;91;0;0;0;0;0;0;2024-04-06;Site_C;Kano;Ibrahim;Medium;5479;Scheduled
4248;L51427;L;302,6;311;1369;60;93;1;0;1;0;0;0;2025-10-14;Site_A;Lagos;Zainab;Critical;13033;Closed
4249;L51428;L;302,6;311;1506;37,2;95;0;0;0;0;0;0;2025-08-11;Site_E;Ibadan;Zainab;Low;1443;Scheduled
4250;L51429;L;302,5;310,9;1330;56,9;97;1;0;1;0;0;0;2024-05-20;Site_F;Enugu;Chinedu;Critical;20500;Closed
4251;L51430;L;302,6;311;1660;38;99;0;0;0;0;0;0;2026-02-20;Site_E;Ibadan;Fatima;Medium;5124;Monitoring
4252;H33665;H;302,5;310,9;1356;55,5;101;1;0;1;0;0;0;2025-02-21;Site_F;Enugu;David;Critical;25251;InProgress
4253;H33666;H;302,6;311;1438;51;106;0;0;0;0;0;0;2025-05-05;Site_B;Abuja;Ibrahim;Medium;5186;Scheduled
4254;M19113;M;302,6;311;1329;48,6;111;1;0;1;0;0;0;2026-02-24;Site_B;Abuja;Amina;High;11043;Closed
4255;L51434;L;302,6;311;1284;68;114;1;0;1;1;0;0;2024-11-21;Site_B;Abuja;Amina;Critical;23667;InProgress
4256;M19115;M;302,5;311;1387;52,1;116;0;0;0;0;0;0;2025-06-13;Site_C;Kano;Chinedu;Medium;4626;Scheduled
4257;M19116;M;302,6;311;1591;33,9;119;0;0;0;0;0;0;2025-05-14;Site_A;Lagos;Amina;Medium;5939;Monitoring
4258;M19117;M;302,6;311;1589;39;122;0;0;0;0;0;0;2024-07-15;Site_D;PortHarcourt;Ibrahim;Low;1423;Monitoring
4259;M19118;M;302,7;311,1;1297;60,7;125;1;0;1;0;0;0;2024-08-20;Site_A;Lagos;Amina;Critical;16986;InProgress
4260;L51439;L;302,7;311,2;1545;35,1;128;0;0;0;0;0;0;2024-05-04;Site_E;Ibadan;Samuel;Medium;4701;Monitoring
4261;H33674;H;302,7;311,1;1418;43,4;130;0;0;0;0;0;0;2025-03-23;Site_F;Enugu;Fatima;Medium;2757;Monitoring
4262;L51441;L;302,7;311,1;1730;28,1;135;0;0;0;0;0;0;2024-04-16;Site_D;PortHarcourt;Samuel;Medium;5903;Scheduled
4263;L51442;L;302,6;311;2001;20,7;137;0;0;0;0;0;0;2025-05-26;Site_C;Kano;Samuel;Low;2370;Monitoring
4264;L51443;L;302,6;311;1620;36,2;139;0;0;0;0;0;0;2026-04-06;Site_D;PortHarcourt;Kemi;Low;1999;Scheduled
4265;M19124;M;302,6;311;1542;39,7;141;0;0;0;0;0;0;2024-04-11;Site_E;Ibadan;Fatima;Medium;3602;Scheduled
4266;L51445;L;302,6;311;1424;38;144;0;0;0;0;0;0;2024-03-10;Site_E;Ibadan;Amina;Low;1935;Scheduled
4267;L51446;L;302,7;311,1;1440;39,5;146;0;0;0;0;0;0;2024-09-19;Site_D;PortHarcourt;David;Low;1777;Scheduled
4268;L51447;L;302,6;311;1520;42,8;148;0;0;0;0;0;0;2024-07-21;Site_F;Enugu;Ngozi;Medium;5585;Monitoring
4269;L51448;L;302,7;311;1694;29,8;150;0;0;0;0;0;0;2024-11-08;Site_A;Lagos;David;Low;931;Monitoring
4270;L51449;L;302,6;311;1610;39,2;152;0;0;0;0;0;0;2025-07-08;Site_B;Abuja;Tunde;Low;534;Monitoring
4271;L51450;L;302,6;310,9;1331;52;154;1;0;1;0;0;0;2024-05-18;Site_C;Kano;Tunde;High;10410;Closed
4272;L51451;L;302,6;310,8;1470;41,2;156;0;0;0;0;0;0;2024-05-22;Site_E;Ibadan;David;Low;941;Scheduled
4273;L51452;L;302,5;310,8;1577;36,9;158;0;0;0;0;0;0;2025-07-23;Site_C;Kano;Zainab;Medium;5338;Scheduled
4274;L51453;L;302,6;310,8;1486;36,4;160;0;0;0;0;0;0;2025-01-20;Site_A;Lagos;Fatima;Medium;4048;Monitoring
4275;L51454;L;302,4;310,6;1445;40,3;162;0;0;0;0;0;0;2025-05-07;Site_A;Lagos;Ibrahim;Medium;4095;Monitoring
4276;M19135;M;302,4;310,5;1500;36,7;164;0;0;0;0;0;0;2024-05-09;Site_D;PortHarcourt;Ngozi;Low;982;Monitoring
4277;M19136;M;302,2;310,4;1456;47,5;167;0;0;0;0;0;0;2025-06-13;Site_A;Lagos;Ibrahim;Low;2305;Scheduled
4278;L51457;L;302,2;310,4;1743;28,1;170;0;0;0;0;0;0;2025-07-29;Site_A;Lagos;Kemi;Medium;3835;Monitoring
4279;L51458;L;302;310,1;1409;50,4;172;0;0;0;0;0;0;2024-08-01;Site_D;PortHarcourt;Ngozi;Medium;5226;Scheduled
4280;L51459;L;302;310,1;1361;45,4;174;1;0;1;0;0;0;2025-03-14;Site_C;Kano;Tunde;High;9187;Closed
4281;L51460;L;302,1;310,1;1753;28,9;176;0;0;0;0;0;0;2025-08-15;Site_B;Abuja;David;Medium;3116;Scheduled
4282;L51461;L;302;310;1832;22,9;178;0;0;0;0;0;0;2025-01-28;Site_B;Abuja;David;Medium;4288;Monitoring
4283;L51462;L;301,9;309,9;1374;48,5;180;1;0;1;0;0;0;2025-06-26;Site_C;Kano;Kemi;High;7894;InProgress
4284;M19143;M;301,8;309,9;1334;61;182;1;0;1;0;0;0;2024-10-18;Site_A;Lagos;Chinedu;High;6337;Closed
4285;L51464;L;301,8;310;1493;40,3;185;0;0;0;0;0;0;2024-10-31;Site_E;Ibadan;Amina;Medium;4200;Scheduled
4286;L51465;L;301,7;309,9;1317;49;187;1;0;1;0;0;0;2025-11-01;Site_F;Enugu;Kemi;High;11655;Closed
4287;M19146;M;301,7;309,9;1434;47,9;189;0;0;0;0;0;0;2026-01-14;Site_A;Lagos;David;Low;2266;Monitoring
4288;M19147;M;301,7;309,9;1457;39,2;192;0;0;0;0;0;0;2026-02-04;Site_A;Lagos;Ibrahim;Medium;4441;Monitoring
4289;M19148;M;301,7;310;1391;50,6;195;0;0;0;0;0;0;2025-09-25;Site_F;Enugu;Samuel;Low;2424;Scheduled
4290;M19149;M;301,8;310;1781;23,9;198;0;0;0;0;0;0;2025-07-19;Site_A;Lagos;Chinedu;Low;2109;Monitoring
4291;L51470;L;301,8;310;1642;32,6;201;0;0;0;0;0;0;2026-02-09;Site_C;Kano;Kemi;Low;1548;Scheduled
4292;L51471;L;301,8;310;2032;19;203;0;0;0;0;0;0;2024-10-19;Site_B;Abuja;Fatima;Low;1261;Scheduled
4293;M19152;M;301,8;310,1;2372;13,9;205;1;0;0;1;0;0;2025-02-18;Site_C;Kano;Chinedu;High;7663;InProgress
4294;L51473;L;301,8;310;1393;44,9;208;0;0;0;0;0;0;2026-01-10;Site_F;Enugu;Tunde;Medium;4990;Monitoring
4295;M19154;M;301,7;310,1;1743;27,3;210;0;0;0;0;0;0;2024-06-04;Site_A;Lagos;Samuel;Medium;4138;Monitoring
4296;L51475;L;301,8;310,2;1457;40,4;213;0;0;0;0;0;0;2025-02-12;Site_A;Lagos;Chinedu;Medium;4450;Scheduled
4297;L51476;L;301,8;310,2;2825;5,8;215;1;0;0;1;0;0;2024-02-24;Site_A;Lagos;Tunde;Critical;21275;InProgress
4298;M19157;M;301,8;310,2;1609;34,2;217;0;0;0;0;0;0;2024-02-25;Site_A;Lagos;David;Medium;2750;Scheduled
4299;M19158;M;301,8;310,2;1437;42,3;0;0;0;0;0;0;0;2024-08-29;Site_F;Enugu;Zainab;Medium;5249;Scheduled
4300;L51479;L;301,7;310,1;1402;50,1;3;0;0;0;0;0;0;2026-03-04;Site_F;Enugu;Tunde;Medium;2874;Scheduled
4301;M19160;M;301,7;310,1;1644;34,6;5;0;0;0;0;0;0;2024-08-01;Site_E;Ibadan;Samuel;Medium;4566;Scheduled
4302;L51481;L;301,7;310,2;1471;51,1;8;0;0;0;0;0;0;2025-11-01;Site_C;Kano;Ibrahim;Medium;4840;Scheduled
4303;L51482;L;301,7;310,1;2695;12,6;10;0;0;0;0;0;0;2025-02-08;Site_F;Enugu;Zainab;Medium;5349;Scheduled
4304;L51483;L;301,7;310,2;1435;48,1;12;0;0;0;0;0;0;2024-02-09;Site_B;Abuja;Chinedu;Low;1372;Scheduled
4305;L51484;L;301,6;310,1;1694;26,3;14;0;0;0;0;0;0;2024-03-19;Site_F;Enugu;Fatima;Medium;2630;Monitoring
4306;L51485;L;301,6;310,1;1687;26,6;16;0;0;0;0;0;0;2024-03-11;Site_A;Lagos;Tunde;Low;677;Monitoring
4307;L51486;L;301,6;310;1869;22,9;18;0;0;0;0;0;0;2026-04-09;Site_D;PortHarcourt;Zainab;Low;992;Monitoring
4308;L51487;L;301,4;309,9;1259;63,9;20;1;0;1;0;0;0;2025-07-23;Site_D;PortHarcourt;Ibrahim;High;8121;Closed
4309;H33722;H;301,4;309,9;1460;47,2;22;0;0;0;0;0;0;2025-05-07;Site_C;Kano;Zainab;Low;2118;Scheduled
4310;M19169;M;301,3;309,9;1501;39,5;27;0;0;0;0;0;0;2024-05-24;Site_C;Kano;Zainab;Low;773;Scheduled
4311;L51490;L;301,4;310;1776;25,6;30;0;0;0;0;0;0;2024-02-02;Site_C;Kano;Samuel;Medium;5833;Scheduled
4312;M19171;M;301,5;310,1;1468;40,8;32;0;0;0;0;0;0;2025-04-22;Site_B;Abuja;Ibrahim;Low;1617;Monitoring
4313;L51492;L;301,5;310,1;1430;46,5;35;0;0;0;0;0;0;2025-05-15;Site_E;Ibadan;Samuel;Low;1299;Monitoring
4314;L51493;L;301,4;310,1;1502;46,6;37;0;0;0;0;0;0;2024-10-23;Site_D;PortHarcourt;Zainab;Medium;2591;Monitoring
4315;H33728;H;301,4;310,1;1623;32,3;39;0;0;0;0;0;0;2024-07-02;Site_B;Abuja;Zainab;Medium;5527;Scheduled
4316;M19175;M;301,4;310;1651;29,8;44;0;0;0;0;0;0;2024-12-26;Site_A;Lagos;Tunde;Low;1070;Monitoring
4317;L51496;L;301,5;310,1;1639;33,4;47;0;0;0;0;0;0;2026-03-01;Site_C;Kano;Tunde;Low;1968;Monitoring
4318;M19177;M;301,5;310;1417;44,6;49;0;0;0;0;0;0;2024-10-20;Site_D;PortHarcourt;Fatima;Medium;4371;Scheduled
4319;L51498;L;301,5;310,1;1541;42,2;52;0;0;0;0;0;0;2025-02-02;Site_D;PortHarcourt;Zainab;Medium;3209;Monitoring
4320;M19179;M;301,6;310,2;1411;45,1;54;0;0;0;0;0;0;2025-07-14;Site_C;Kano;Ngozi;Low;595;Monitoring
4321;L51500;L;301,7;310,3;1397;44,6;57;0;0;0;0;0;0;2024-07-16;Site_C;Kano;Ngozi;Medium;5986;Monitoring
4322;L51501;L;301,7;310,2;1686;28,9;59;0;0;0;0;0;0;2025-04-07;Site_E;Ibadan;Ngozi;Medium;3497;Scheduled
4323;M19182;M;301,7;310,1;1431;44;61;0;0;0;0;0;0;2024-07-07;Site_B;Abuja;Ngozi;Low;672;Monitoring
4324;L51503;L;301,8;310,3;1341;50,5;64;1;0;1;0;0;0;2025-02-18;Site_A;Lagos;Samuel;High;9811;Closed
4325;L51504;L;301,7;310,2;1486;43;66;0;0;0;0;0;0;2026-04-12;Site_F;Enugu;Chinedu;Medium;5840;Monitoring
4326;L51505;L;301,6;310,2;1384;57,1;68;0;0;0;0;0;0;2025-12-11;Site_A;Lagos;Samuel;Low;1835;Scheduled
4327;L51506;L;301,6;310,1;1362;55,8;70;1;0;1;0;0;0;2024-02-21;Site_C;Kano;Ngozi;High;8602;Closed
4328;H33741;H;301,7;310,1;1660;29,3;72;0;0;0;0;0;0;2025-03-16;Site_A;Lagos;Zainab;Medium;3038;Monitoring
4329;L51508;L;301,6;310,1;1326;48,2;77;1;0;1;0;0;0;2024-06-07;Site_B;Abuja;Tunde;High;6657;InProgress
4330;L51509;L;301,6;310;1566;30,3;79;0;0;0;0;0;0;2024-08-06;Site_A;Lagos;Samuel;Low;1000;Monitoring
4331;L51510;L;301,5;309,8;1549;38,5;81;0;0;0;0;0;0;2025-03-01;Site_F;Enugu;Samuel;Low;882;Scheduled
4332;M19191;M;301,6;309,9;1746;31,1;83;0;0;0;0;0;0;2025-09-23;Site_F;Enugu;Zainab;Low;969;Scheduled
4333;M19192;M;301,7;309,9;1452;41,5;86;0;0;0;0;0;0;2026-03-10;Site_E;Ibadan;Kemi;Low;1061;Monitoring
4334;L51513;L;301,6;309,8;1588;33,9;89;0;0;0;0;0;0;2025-01-20;Site_E;Ibadan;Ibrahim;Medium;4868;Scheduled
4335;L51514;L;301,6;309,8;1472;42,5;91;0;0;0;0;0;0;2024-09-23;Site_C;Kano;Ibrahim;Low;1354;Scheduled
4336;L51515;L;301,7;309,9;1607;37,7;93;0;0;0;0;0;0;2024-10-03;Site_F;Enugu;Ibrahim;Low;996;Monitoring
4337;H33750;H;301,6;309,9;1423;53,6;95;0;0;0;0;0;0;2024-07-21;Site_C;Kano;Chinedu;Medium;4192;Scheduled
4338;L51517;L;301,6;309,9;1440;43,4;100;0;0;0;0;0;0;2024-05-21;Site_C;Kano;Fatima;Medium;2545;Scheduled
4339;L51518;L;301,6;309,9;1397;43,7;102;0;0;0;0;0;0;2024-08-08;Site_F;Enugu;Ngozi;Medium;4813;Monitoring
4340;L51519;L;301,7;309,9;1524;46,6;104;0;0;0;0;0;0;2024-02-19;Site_D;PortHarcourt;Amina;Medium;4637;Monitoring
4341;M19200;M;301,7;309,9;1533;40,9;106;0;0;0;0;0;0;2025-02-26;Site_B;Abuja;Amina;Low;870;Monitoring
4342;L51521;L;301,7;309,8;1398;46;109;0;0;0;0;0;0;2024-07-03;Site_C;Kano;Samuel;Medium;3078;Monitoring
4343;M19202;M;301,7;309,8;1284;68,2;111;1;0;1;1;0;0;2025-05-27;Site_A;Lagos;Samuel;High;8082;Closed
4344;L51523;L;301,7;309,8;1491;39,3;114;0;0;0;0;0;0;2024-12-20;Site_B;Abuja;Amina;Medium;4585;Monitoring
4345;H33758;H;301,8;309,9;1418;51,3;116;0;0;0;0;0;0;2024-04-06;Site_D;PortHarcourt;Amina;Low;1729;Scheduled
4346;M19205;M;301,8;309,8;1546;39,8;121;0;0;0;0;0;0;2025-09-07;Site_A;Lagos;Fatima;Medium;5522;Monitoring
4347;L51526;L;301,8;309,7;1598;30,4;124;0;0;0;0;0;0;2024-08-06;Site_B;Abuja;Ngozi;Medium;5623;Monitoring
4348;H33761;H;301,9;309,8;1724;27,5;126;0;0;0;0;0;0;2024-08-20;Site_D;PortHarcourt;Amina;Medium;4843;Scheduled
4349;L51528;L;301,9;309,8;1507;44,7;131;0;0;0;0;0;0;2025-01-18;Site_B;Abuja;David;Medium;2979;Scheduled
4350;L51529;L;301,9;309,7;1595;31,4;133;0;0;0;0;0;0;2024-03-25;Site_F;Enugu;Kemi;Low;1707;Scheduled
4351;M19210;M;301,9;309,7;1568;37,5;135;0;0;0;0;0;0;2024-09-25;Site_F;Enugu;Amina;Medium;5269;Monitoring
4352;L51531;L;301,8;309,6;1432;43,7;138;0;0;0;0;0;0;2026-01-13;Site_D;PortHarcourt;Amina;Medium;4350;Monitoring
4353;L51532;L;301,9;309,7;1424;42,8;140;0;0;0;0;0;0;2024-07-05;Site_A;Lagos;Amina;Low;1363;Monitoring
4354;M19213;M;302;309,7;1386;62,7;142;1;0;0;1;0;0;2024-03-29;Site_D;PortHarcourt;Samuel;High;10013;InProgress
4355;L51534;L;302;309,8;1456;58,1;145;0;0;0;0;0;0;2024-12-04;Site_F;Enugu;Ibrahim;Medium;4076;Scheduled
4356;H33769;H;302;309,8;1280;57,3;147;1;0;1;0;0;0;2024-08-01;Site_D;PortHarcourt;Kemi;Critical;27095;Closed
4357;L51536;L;302;309,8;1649;31;152;0;0;0;0;0;0;2024-07-23;Site_E;Ibadan;Samuel;Low;524;Scheduled
4358;L51537;L;302;309,9;1407;52,8;154;0;0;0;0;0;0;2025-03-19;Site_D;PortHarcourt;Fatima;Medium;5897;Monitoring
4359;H33772;H;302;309,9;1606;34,5;156;0;0;0;0;0;0;2025-06-11;Site_A;Lagos;Tunde;Medium;3303;Monitoring
4360;M19219;M;302,1;310;1531;38;161;0;0;0;0;0;0;2025-09-19;Site_F;Enugu;Ibrahim;Medium;3560;Monitoring
